claim_text,image_path,label,source_dataset
"Mesothelioma Surgery Improves Quality of Life, Study Finds",data/raw/images/fakehealth/fh_news_reviews_00413_00550.jpg,0,fakehealth
Glaucoma Drug-Dispensing Eye Insert Shows Promise as New Option for Patients Struggling to Take Daily Prescription Eye Drops,data/raw/images/fakehealth/fh_news_reviews_00433_00557.jpg,1,fakehealth
"Arthrokinex Announces IRAPjoint Product, a Non-Drug, Non-Surgical Joint Pain Management Solution Made From Your Own Blood.",data/raw/images/fakehealth/fh_news_reviews_00173_00559.jpg,0,fakehealth
Researchers Develop Simple Paper Test That Quickly Diagnoses Illnesses by Changing Colour,data/raw/images/fakehealth/fh_news_reviews_00495_00563.jpg,0,fakehealth
Lap Band Surgery Benefits Very Obese Adolescents,data/raw/images/fakehealth/fh_news_reviews_00296_00564.jpg,1,fakehealth
"""Liquid biopsy"" test improves health outcomes and can save over $500 million annually for the U.S. healthcare system",data/raw/images/fakehealth/fh_news_reviews_00048_00568.jpg,0,fakehealth
Fighting Advanced Thyroid Cancer with Immunotherapy,data/raw/images/fakehealth/fh_news_reviews_00418_00571.jpg,1,fakehealth
FDA approves expanded indications for Ilaris for three rare diseases,data/raw/images/fakehealth/fh_news_reviews_00356_00576.jpg,1,fakehealth
Two New Studies Document Improvement in Breast Cancer Treatment with Use of BioZorb Implant,data/raw/images/fakehealth/fh_news_reviews_00339_00580.jpg,1,fakehealth
Expanding Naloxone use could reduce drug overdose deaths and save lives,data/raw/images/fakehealth/fh_news_reviews_00593_00582.jpg,0,fakehealth
Websites aren't telling full story on tobacco product risks,data/raw/images/fakehealth/fh_news_reviews_00441_00584.jpg,0,fakehealth
FDA approves first drug to treat hallucinations and delusions associated with Parkinson’s disease,data/raw/images/fakehealth/fh_news_reviews_00435_00585.jpg,1,fakehealth
New Antibiotic Packs a Punch Against Bacterial Resistance,data/raw/images/fakehealth/fh_news_reviews_00223_00589.jpg,0,fakehealth
New Phase 3 Data Show Esketamine Nasal Spray Demonstrated Rapid Improvements in Depressive Symptoms in Patients with Treatment-Resistant Depression,data/raw/images/fakehealth/fh_news_reviews_00078_00590.jpg,1,fakehealth
"To Prevent Infection After C-Section, Chlorhexidine Better Than Iodine",data/raw/images/fakehealth/fh_news_reviews_00486_00594.jpg,1,fakehealth
"In small Alzheimer’s study, hints of modest benefit from unusual drug",data/raw/images/fakehealth/fh_story_reviews_00243_00599.jpg,1,fakehealth
"Orthotic Shoe Inserts May Work, but It’s Not Clear Why",data/raw/images/fakehealth/fh_story_reviews_01236_00601.jpg,0,fakehealth
Should you be taking daily low-dose aspirin for heart health?,data/raw/images/fakehealth/fh_story_reviews_00459_00606.jpg,1,fakehealth
What is melatonin and can it help me sleep?,data/raw/images/fakehealth/fh_story_reviews_00374_00607.jpg,1,fakehealth
Seeking Clues to Heart Disease in DNA of an Unlucky Family,data/raw/images/fakehealth/fh_story_reviews_00731_00610.jpg,1,fakehealth
FDA approves new flu pill that can be taken after onset of symptoms,data/raw/images/fakehealth/fh_story_reviews_00016_00612.jpg,0,fakehealth
Researchers identify CTE biomarker that may lead to diagnosis while alive,data/raw/images/fakehealth/fh_story_reviews_00165_00615.jpg,1,fakehealth
Stem Cell Treatment May Relieve Angina,data/raw/images/fakehealth/fh_story_reviews_01055_00616.jpg,1,fakehealth
Panic disorder treatment could be breath of fresh air,data/raw/images/fakehealth/fh_story_reviews_00510_00617.jpg,1,fakehealth
New Mammogram Benefits for Women in Their 40s,data/raw/images/fakehealth/fh_story_reviews_00916_00618.jpg,0,fakehealth
Prenatal testing can detect cancer in pregnant mothers,data/raw/images/fakehealth/fh_story_reviews_00580_00620.jpg,0,fakehealth
You Could Skip Your Colonoscopy If You’re Willing To Collect Your Poop,data/raw/images/fakehealth/fh_story_reviews_00383_00624.jpg,1,fakehealth
The alternative infertility treatment that's helping some women get pregnant,data/raw/images/fakehealth/fh_story_reviews_00509_00626.jpg,1,fakehealth
Cancer treatment offers MS patients hope after 'remarkable' trial results,data/raw/images/fakehealth/fh_story_reviews_00493_00627.jpg,0,fakehealth
Do Probiotics Relieve Constipation in Children?,data/raw/images/fakehealth/fh_story_reviews_01087_00629.jpg,1,fakehealth
Looming ruling on breast cancer drug splits patient advocates,data/raw/images/fakehealth/fh_story_reviews_01410_00630.jpg,1,fakehealth
"Web-based counseling reduces blood pressure, according to a new study",data/raw/images/fakehealth/fh_story_reviews_00265_00635.jpg,1,fakehealth
Preventive medicines can help migraine sufferers,data/raw/images/fakehealth/fh_story_reviews_00876_00636.jpg,1,fakehealth
New Drug for Severe Eczema Is Successful in 2 New Trials,data/raw/images/fakehealth/fh_story_reviews_00351_00638.jpg,1,fakehealth
Can new cholesterol drug conquer heart disease?,data/raw/images/fakehealth/fh_story_reviews_01309_00639.jpg,0,fakehealth
Parents' Latest Pick: Herbal Shampoos to Keep Away Lice,data/raw/images/fakehealth/fh_story_reviews_00957_00640.jpg,1,fakehealth
HPV Shot Prevents Genital Warts in Boys and Men,data/raw/images/fakehealth/fh_story_reviews_01220_00642.jpg,1,fakehealth
Scientists Edge Closer To A Blood Test To Detect Cancers,data/raw/images/fakehealth/fh_story_reviews_00120_00643.jpg,1,fakehealth
Study: ADHD Diet Helps Reduce Symptoms,data/raw/images/fakehealth/fh_story_reviews_01219_00644.jpg,0,fakehealth
Type 1 diabetes treatment could end need for insulin shots,data/raw/images/fakehealth/fh_story_reviews_00432_00645.jpg,0,fakehealth
Mammogram Benefit Is Seen for Women in Their 40s,data/raw/images/fakehealth/fh_story_reviews_01382_00646.jpg,1,fakehealth
Zap or Chill? Targeting Fat Without Surgery,data/raw/images/fakehealth/fh_story_reviews_01645_00649.jpg,1,fakehealth
What’s The Optimal Speed For Exercise?,data/raw/images/fakehealth/fh_story_reviews_00576_00654.jpg,1,fakehealth
Having Heart Surgery? Don’t Stop Your Statins,data/raw/images/fakehealth/fh_story_reviews_00267_00656.jpg,1,fakehealth
2 Treatments for Retina Diseases Make Progress,data/raw/images/fakehealth/fh_story_reviews_01303_00661.jpg,1,fakehealth
"Mediterranean diet may help prevent dementia, study says",data/raw/images/fakehealth/fh_story_reviews_01643_00662.jpg,1,fakehealth
Novel therapy for rare eye cancer holds promise for targeting other tumors,data/raw/images/fakehealth/fh_story_reviews_00244_00664.jpg,1,fakehealth
How to Prevent a Heart Attack: Text Patients on Healthy Habits,data/raw/images/fakehealth/fh_story_reviews_00405_00666.jpg,1,fakehealth
Teen eating habits may help cut breast cancer risk,data/raw/images/fakehealth/fh_story_reviews_00488_00667.jpg,1,fakehealth
"New Device Reduces Seizures, No Surgery Required",data/raw/images/fakehealth/fh_story_reviews_01040_00669.jpg,0,fakehealth
Electronic Nose Sniffs Out Heart Failure,data/raw/images/fakehealth/fh_story_reviews_01009_00670.jpg,1,fakehealth
Is kratom a safe herbal remedy or a dangerous opioid?,data/raw/images/fakehealth/fh_story_reviews_00092_00674.jpg,1,fakehealth
Microwave Technique Fights Lung Tumors,data/raw/images/fakehealth/fh_story_reviews_00966_00677.jpg,1,fakehealth
"Flattening The 'Mummy Tummy' With 1 Exercise, 10 Minutes A Day",data/raw/images/fakehealth/fh_story_reviews_00189_00679.jpg,1,fakehealth
Fungus Got Your Toes? Zap It,data/raw/images/fakehealth/fh_story_reviews_01191_00680.jpg,1,fakehealth
Cancer Drug Keytruda Keeps Some Patients Alive For 3 Years,data/raw/images/fakehealth/fh_story_reviews_00431_00681.jpg,1,fakehealth
Lots of Coffee Lowers Oral Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01526_00682.jpg,0,fakehealth
Sleep's role in weight loss remains a mystery,data/raw/images/fakehealth/fh_story_reviews_01591_00686.jpg,1,fakehealth
Early Autism Treatment Benefits Kids' Brains,data/raw/images/fakehealth/fh_story_reviews_00798_00687.jpg,0,fakehealth
New Eczema Treatments Could Be Available Soon,data/raw/images/fakehealth/fh_story_reviews_00424_00689.jpg,1,fakehealth
Can Ecstasy help ease post-traumatic stress?,data/raw/images/fakehealth/fh_story_reviews_01495_00692.jpg,0,fakehealth
Less Invasive Heart Defibrillators Seen Closer to Reality,data/raw/images/fakehealth/fh_story_reviews_01561_00694.jpg,1,fakehealth
Researchers just exposed another way to help combat the opioid epidemic,data/raw/images/fakehealth/fh_story_reviews_00263_00695.jpg,0,fakehealth
"Melatonin Makes a Comeback, Leaving Experts Unrelaxed",data/raw/images/fakehealth/fh_story_reviews_01093_00697.jpg,1,fakehealth
Options in Treating Incontinence,data/raw/images/fakehealth/fh_story_reviews_00806_00700.jpg,0,fakehealth
The FDA Says This Brain-Stimulating Device May Help People With Obsessive-Compulsive Disorder,data/raw/images/fakehealth/fh_story_reviews_00038_00702.jpg,1,fakehealth
First Biosynthetic Corneas Implanted,data/raw/images/fakehealth/fh_story_reviews_01444_00707.jpg,1,fakehealth
Mammogram benefits more modest than doctors thought,data/raw/images/fakehealth/fh_story_reviews_01400_00710.jpg,1,fakehealth
Vitamin B3 could help reduce skin cancer risk,data/raw/images/fakehealth/fh_story_reviews_00619_00711.jpg,1,fakehealth
Trial Shows Cystic Fibrosis Drug Helped Ease Breathing,data/raw/images/fakehealth/fh_story_reviews_01186_00715.jpg,1,fakehealth
Experimental Therapy For Sore Heels Has Skeptics,data/raw/images/fakehealth/fh_story_reviews_01353_00716.jpg,1,fakehealth
Giving Antidepressants a Boost With a Vitamin,data/raw/images/fakehealth/fh_story_reviews_00946_00717.jpg,1,fakehealth
Two new drugs extend survival for melanoma patients,data/raw/images/fakehealth/fh_story_reviews_01077_00718.jpg,1,fakehealth
Salsalate May Help Treat Type 2 Diabetes,data/raw/images/fakehealth/fh_story_reviews_01614_00720.jpg,1,fakehealth
Can relaxation drinks put you to sleep?,data/raw/images/fakehealth/fh_story_reviews_01205_00721.jpg,1,fakehealth
Ankles Gain as Candidates for Joint Replacement,data/raw/images/fakehealth/fh_story_reviews_01668_00725.jpg,0,fakehealth
Study Questions Guidelines on Cholesterol Screening in Kids,data/raw/images/fakehealth/fh_story_reviews_01506_00726.jpg,0,fakehealth
Dallas-Fort Worth Health News,data/raw/images/fakehealth/fh_story_reviews_01158_00727.jpg,0,fakehealth
The real importance of getting a pap smear and pelvic exam,data/raw/images/fakehealth/fh_story_reviews_00638_00729.jpg,0,fakehealth
New study shows promise of yoga in treating back pain,data/raw/images/fakehealth/fh_story_reviews_00214_00730.jpg,0,fakehealth
"Palliative Care Extends Life of Lung Cancer Patients, Study Finds",data/raw/images/fakehealth/fh_story_reviews_01455_00731.jpg,1,fakehealth
New Test for Brain Injury on Horizon,data/raw/images/fakehealth/fh_story_reviews_01491_00732.jpg,1,fakehealth
The race to create a new class of ovarian cancer drugs heats up,data/raw/images/fakehealth/fh_story_reviews_00346_00734.jpg,1,fakehealth
Obesity Cure? Scientists Discover Antibody That Reduces Body Fat in Mice,data/raw/images/fakehealth/fh_story_reviews_00228_00737.jpg,0,fakehealth
Scientists Edge Closer To Elusive Lab Test For Chronic Fatigue Syndrome,data/raw/images/fakehealth/fh_story_reviews_00193_00738.jpg,1,fakehealth
A Cavity-Fighting Liquid Lets Kids Avoid Dentists’ Drills,data/raw/images/fakehealth/fh_story_reviews_00397_00739.jpg,1,fakehealth
Panel Says Aspirin Lowers Heart Attack Risk For Some,data/raw/images/fakehealth/fh_story_reviews_00545_00743.jpg,1,fakehealth
How Exercise Keeps Us Young,data/raw/images/fakehealth/fh_story_reviews_00724_00746.jpg,1,fakehealth
Study Finds Stents as Effective as Surgery to Prevent Strokes,data/raw/images/fakehealth/fh_story_reviews_01628_00749.jpg,1,fakehealth
The Healthy Skeptic: telomerase activators,data/raw/images/fakehealth/fh_story_reviews_01271_00750.jpg,1,fakehealth
"For advanced lung cancer, immune therapy plus chemo prolongs survival",data/raw/images/fakehealth/fh_story_reviews_00082_00751.jpg,1,fakehealth
Mammograms Less Effective Than Believed,data/raw/images/fakehealth/fh_story_reviews_01399_00752.jpg,1,fakehealth
Major study finds testosterone therapy is no fountain of youth,data/raw/images/fakehealth/fh_story_reviews_00281_00755.jpg,1,fakehealth
Ebola Vaccines Show Promise in New Study,data/raw/images/fakehealth/fh_story_reviews_00157_00756.jpg,1,fakehealth
Stem cell therapies for hearts inching closer to wide use,data/raw/images/fakehealth/fh_story_reviews_01690_00764.jpg,1,fakehealth
'Breakthrough' melanoma drug shrinks tumors,data/raw/images/fakehealth/fh_story_reviews_01441_00765.jpg,1,fakehealth
Older Patients Can Benefit From Lung Cancer Surgery,data/raw/images/fakehealth/fh_story_reviews_00326_00766.jpg,0,fakehealth
Skin Cancer Removal With Miniaturized Radiation,data/raw/images/fakehealth/fh_story_reviews_00640_00768.jpg,1,fakehealth
Gene test could assist cancer therapy,data/raw/images/fakehealth/fh_story_reviews_00960_00769.jpg,1,fakehealth
FDA approves 1st blood sugar monitor without finger pricks,data/raw/images/fakehealth/fh_story_reviews_00163_00772.jpg,1,fakehealth
"New approach could treat MS, other autoimmune diseases",data/raw/images/fakehealth/fh_story_reviews_00788_00776.jpg,1,fakehealth
Immune-Disorder Drug Shows Promise for Alzheimer's,data/raw/images/fakehealth/fh_story_reviews_00841_00779.jpg,1,fakehealth
Men Are New Target for Osteoporosis Treatment,data/raw/images/fakehealth/fh_story_reviews_00649_00781.jpg,1,fakehealth
Using a Mother’s Microbes to Protect Cesarean Babies,data/raw/images/fakehealth/fh_story_reviews_00486_00782.jpg,1,fakehealth
Gallbladder removed through mouth in new surgical technique,data/raw/images/fakehealth/fh_story_reviews_01508_00783.jpg,0,fakehealth
Experimental treatment may help food allergies,data/raw/images/fakehealth/fh_story_reviews_00906_00784.jpg,0,fakehealth
Drugmakers Call Experimental Alzheimer’s Drug Study Outcome Positive,data/raw/images/fakehealth/fh_story_reviews_00053_00785.jpg,1,fakehealth
New Frontiers of Cancer Treatment Bring Breathtaking Swings,data/raw/images/fakehealth/fh_story_reviews_00845_00787.jpg,1,fakehealth
"Stem cell study for ALS patients shows promise, yet causes pain",data/raw/images/fakehealth/fh_story_reviews_00403_00788.jpg,1,fakehealth
Light Boxes May Help Melt Those Winter Blues,data/raw/images/fakehealth/fh_story_reviews_00968_00790.jpg,1,fakehealth
Spinal tap may predict Alzheimer's years ahead,data/raw/images/fakehealth/fh_story_reviews_00949_00792.jpg,1,fakehealth
"Cartilage regeneration builds a new knee, from the inside",data/raw/images/fakehealth/fh_story_reviews_01393_00796.jpg,0,fakehealth
Anti-inflammatory drugs might someday treat depression,data/raw/images/fakehealth/fh_story_reviews_00343_00797.jpg,1,fakehealth
Cuddling Preemies Kangaroo Style Helps Into Adulthood,data/raw/images/fakehealth/fh_story_reviews_00315_00799.jpg,1,fakehealth
Test May Reveal Early Signs of Emphysema,data/raw/images/fakehealth/fh_story_reviews_01597_00800.jpg,0,fakehealth
Aspirin Linked to Lower Pancreatic Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01139_00801.jpg,0,fakehealth
New Study Questions Use of Whole-Brain Radiation to Treat Cancer,data/raw/images/fakehealth/fh_story_reviews_00610_00802.jpg,1,fakehealth
Zafgen reports promising results from weight-loss drug study,data/raw/images/fakehealth/fh_story_reviews_00490_00803.jpg,1,fakehealth
Quest for Vaccines to Treat Addiction,data/raw/images/fakehealth/fh_story_reviews_01108_00805.jpg,1,fakehealth
Trial Shows Blockbuster Potential for Blood Clot Pill Eliquis,data/raw/images/fakehealth/fh_story_reviews_01012_00807.jpg,1,fakehealth
FDA approves first dissolving stent for US patients,data/raw/images/fakehealth/fh_story_reviews_00400_00810.jpg,1,fakehealth
The new Botox? FDA approves an injection to fight double chins,data/raw/images/fakehealth/fh_story_reviews_00632_00812.jpg,1,fakehealth
Test Of Experimental Alzheimer's Drug Finds Progress Against Brain Plaques,data/raw/images/fakehealth/fh_story_reviews_00368_00814.jpg,1,fakehealth
Can Attention Deficit Drugs ‘Normalize’ a Child’s Brain?,data/raw/images/fakehealth/fh_story_reviews_00695_00816.jpg,1,fakehealth
Obesity Surgery Helps Diabetic Patients Kick Medicines,data/raw/images/fakehealth/fh_story_reviews_01460_00818.jpg,1,fakehealth
Focused brain ultrasound offers some hope for essential tremor,data/raw/images/fakehealth/fh_story_reviews_00372_00819.jpg,1,fakehealth
Video News,data/raw/images/fakehealth/fh_story_reviews_01567_00820.jpg,0,fakehealth
"Multigene test may find risk for heart disease, diabetes and breast cancer",data/raw/images/fakehealth/fh_story_reviews_00041_00822.jpg,1,fakehealth
Experimental type 1 diabetes vaccine causes improvement in small study,data/raw/images/fakehealth/fh_story_reviews_00059_00823.jpg,1,fakehealth
Women With A Berry-Snacking Habit May Have Healthier Hearts,data/raw/images/fakehealth/fh_story_reviews_00762_00824.jpg,1,fakehealth
Trial Help for Sex Problems,data/raw/images/fakehealth/fh_story_reviews_01547_00825.jpg,1,fakehealth
HPV Test Beats Pap for Cervical Cancer Screening,data/raw/images/fakehealth/fh_story_reviews_01089_00826.jpg,1,fakehealth
Pacemaker-like device combined with defibrillator reduces deaths in mild heart failure by 29%,data/raw/images/fakehealth/fh_story_reviews_01319_00834.jpg,1,fakehealth
"Blood Clot Removal Could Help More Stroke Victims, Study Finds",data/raw/images/fakehealth/fh_story_reviews_00354_00837.jpg,1,fakehealth
Could marijuana help treat painkiller and heroin addiction?,data/raw/images/fakehealth/fh_story_reviews_00448_00839.jpg,1,fakehealth
Gone With A Shot? Hopeful New Signs Of Relief For Migraine Sufferers,data/raw/images/fakehealth/fh_story_reviews_00112_00840.jpg,1,fakehealth
Drugs To Prevent Weak Bones Linked To Unusual Fractures,data/raw/images/fakehealth/fh_story_reviews_01187_00841.jpg,1,fakehealth
Is Peru’s Psychedelic Potion a Cure or a Curse?,data/raw/images/fakehealth/fh_story_reviews_00446_00847.jpg,1,fakehealth
"Tai Chi, A 'Medication In Motion,' Helps People With Heart Failure",data/raw/images/fakehealth/fh_story_reviews_01117_00848.jpg,0,fakehealth
Study: PSA rise not good prostate cancer predictor,data/raw/images/fakehealth/fh_story_reviews_01183_00849.jpg,1,fakehealth
The Berry Essence of Fat Burning?,data/raw/images/fakehealth/fh_story_reviews_00799_00851.jpg,1,fakehealth
Using Vegetable Oils to Lower Cholesterol May Not Improve Longevity,data/raw/images/fakehealth/fh_story_reviews_00457_00852.jpg,1,fakehealth
New tests offer hope for millions of patients with irritable bowel syndrome,data/raw/images/fakehealth/fh_story_reviews_00617_00855.jpg,0,fakehealth
Swedish Study Finds Surgery For Prostate Cancer Better Than Waiting,data/raw/images/fakehealth/fh_story_reviews_01104_00858.jpg,1,fakehealth
Doctor Challenges Cause Of MS And Treatment,data/raw/images/fakehealth/fh_story_reviews_01224_00863.jpg,1,fakehealth
Blood Test May Predict Risk of Diabetes,data/raw/images/fakehealth/fh_story_reviews_01162_00864.jpg,0,fakehealth
Stem Cells Repair Heart in First-Ever Study,data/raw/images/fakehealth/fh_story_reviews_00970_00865.jpg,1,fakehealth
Shingles Vaccine Cuts Disease Risk 55%,data/raw/images/fakehealth/fh_story_reviews_01250_00867.jpg,1,fakehealth
Could one-two punch of generics for breast cancer be more powerful than wonder drug tamoxifen?,data/raw/images/fakehealth/fh_story_reviews_00572_00868.jpg,1,fakehealth
'Cutting' your risk of prostate cancer,data/raw/images/fakehealth/fh_story_reviews_00899_00871.jpg,1,fakehealth
Breakthrough in Creating Artificial Pancreas,data/raw/images/fakehealth/fh_story_reviews_01648_00874.jpg,0,fakehealth
"Tomato Helps Cut the Risk of a Stroke, Study Shows",data/raw/images/fakehealth/fh_story_reviews_00811_00875.jpg,1,fakehealth
"Sleep apnea patient finds rest with implant device: ""It saved my life""",data/raw/images/fakehealth/fh_story_reviews_00118_00877.jpg,0,fakehealth
Will you have a heart attack? These tests might tell,data/raw/images/fakehealth/fh_story_reviews_01020_00878.jpg,0,fakehealth
Panel Reasserts Mammogram Advice That Triggered Breast Cancer Debate,data/raw/images/fakehealth/fh_story_reviews_00495_00879.jpg,1,fakehealth
Coconuts are busting out all over,data/raw/images/fakehealth/fh_story_reviews_01233_00881.jpg,0,fakehealth
Prozac May Reduce Symptoms of Autism in Adults,data/raw/images/fakehealth/fh_story_reviews_00961_00886.jpg,1,fakehealth
U-M oversees cutting-edge trial that offers hope in fight against Lou Gehrig's disease,data/raw/images/fakehealth/fh_story_reviews_00834_00887.jpg,1,fakehealth
Hypnosis Halts Hot Flashes for Some Women,data/raw/images/fakehealth/fh_story_reviews_00801_00890.jpg,0,fakehealth
Test Aids Prostate Cancer Treatment,data/raw/images/fakehealth/fh_story_reviews_00401_00891.jpg,1,fakehealth
Special diet doesn't help kids with autism in small study,data/raw/images/fakehealth/fh_story_reviews_01556_00892.jpg,1,fakehealth
"Many women could benefit from earlier mammograms, analysis finds",data/raw/images/fakehealth/fh_story_reviews_00455_00895.jpg,0,fakehealth
A Simple Emergency Room Intervention Can Help Cut Suicide Risk,data/raw/images/fakehealth/fh_story_reviews_00051_00896.jpg,1,fakehealth
"‘Second Skin’ May Reduce Wrinkles, Eyebags, Scientists Say",data/raw/images/fakehealth/fh_story_reviews_00440_00899.jpg,1,fakehealth
Acupuncture May Help Lazy Eye,data/raw/images/fakehealth/fh_story_reviews_01280_00900.jpg,1,fakehealth
Mail-Order Tests Check Cells for Signs of Early Aging,data/raw/images/fakehealth/fh_story_reviews_00339_00901.jpg,1,fakehealth
Doctors Try Genetically Modified Poliovirus As Experimental Brain Cancer Treatment,data/raw/images/fakehealth/fh_story_reviews_00056_00902.jpg,1,fakehealth
Squirts of Insulin May Help Those With Early Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_01002_00903.jpg,1,fakehealth
New Hope in Fatigue Fight,data/raw/images/fakehealth/fh_story_reviews_01447_00904.jpg,0,fakehealth
Study: Fatty acids can help ease PMS symptoms,data/raw/images/fakehealth/fh_story_reviews_01237_00905.jpg,1,fakehealth
Stomach pacemaker could help obese lose weight,data/raw/images/fakehealth/fh_story_reviews_01177_00907.jpg,1,fakehealth
New drug 'big deal' in cystic fibrosis fight,data/raw/images/fakehealth/fh_story_reviews_00975_00909.jpg,0,fakehealth
Magnet Therapy May Help Some Stroke Survivors Recover,data/raw/images/fakehealth/fh_story_reviews_00956_00912.jpg,1,fakehealth
Brain Implant Restores Sense Of Touch To Paralyzed Man,data/raw/images/fakehealth/fh_story_reviews_00344_00915.jpg,1,fakehealth
Eggs at Breakfast May Delay Hunger,data/raw/images/fakehealth/fh_story_reviews_00870_00917.jpg,0,fakehealth
Dallas-Fort Worth Health News,data/raw/images/fakehealth/fh_story_reviews_00885_00920.jpg,0,fakehealth
‘Unbelievable’: Heart Stents Fail to Ease Chest Pain,data/raw/images/fakehealth/fh_story_reviews_00148_00921.jpg,1,fakehealth
Avodart May Lower Prostate Cancer Risk,data/raw/images/fakehealth/fh_story_reviews_01601_00922.jpg,1,fakehealth
2 Studies Back Guidelines for Wider Use of Statins,data/raw/images/fakehealth/fh_story_reviews_00582_00923.jpg,1,fakehealth
From Chaos To Calm: A Life Changed By Ketamine,data/raw/images/fakehealth/fh_story_reviews_00065_00924.jpg,0,fakehealth
New Technology May Help Ease Sleep Apnea,data/raw/images/fakehealth/fh_story_reviews_00233_00927.jpg,1,fakehealth
Drug shows promise for quick treatment of postpartum depression,data/raw/images/fakehealth/fh_story_reviews_00398_00929.jpg,1,fakehealth
It’s Hard To Know Where Gluten Sensitivity Stops And The Placebo Effect Begins,data/raw/images/fakehealth/fh_story_reviews_00685_00930.jpg,1,fakehealth
School water coolers may help kids lose weight,data/raw/images/fakehealth/fh_story_reviews_00492_00932.jpg,1,fakehealth
Diagnosing Breast Cancer: Needle Biopsy Best?,data/raw/images/fakehealth/fh_story_reviews_01697_00933.jpg,0,fakehealth
A New Approach to Treating Hair Loss,data/raw/images/fakehealth/fh_story_reviews_00914_00935.jpg,0,fakehealth
Low-carb diet burns the most calories in small study,data/raw/images/fakehealth/fh_story_reviews_00852_00938.jpg,1,fakehealth
"Outlook, Office, Skype, Bing, Breaking News, and Latest Videos",data/raw/images/fakehealth/fh_story_reviews_00938_00939.jpg,1,fakehealth
New Nuclear-Imaging Tests Show Promise in Locating Cancer,data/raw/images/fakehealth/fh_story_reviews_00356_00943.jpg,1,fakehealth
A Scientist's Dream Fulfilled: Harnessing The Immune System To Fight Cancer,data/raw/images/fakehealth/fh_story_reviews_00415_00944.jpg,1,fakehealth
Drug Slows Knee Osteoarthritis Progression,data/raw/images/fakehealth/fh_story_reviews_00791_00945.jpg,1,fakehealth
"For Varicose Veins, New Treatments Are Less Invasive",data/raw/images/fakehealth/fh_story_reviews_01273_00946.jpg,1,fakehealth
Blood Test Finds Cancer Before Symptoms Start,data/raw/images/fakehealth/fh_story_reviews_00185_00947.jpg,1,fakehealth
Combination Drug May Ease the Agitation of Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_00539_00949.jpg,1,fakehealth
The U.K.’s New At-Home HIV Test Is Better Than Anything We Have In The U.S.,data/raw/images/fakehealth/fh_story_reviews_00629_00950.jpg,1,fakehealth
"Low-carb, low-calorie diets can both result in weight loss",data/raw/images/fakehealth/fh_story_reviews_01477_00951.jpg,1,fakehealth
Tai chi may ease fibromyalgia pain,data/raw/images/fakehealth/fh_story_reviews_01451_00952.jpg,1,fakehealth
Chocolate May Cut Women's Stroke Risk,data/raw/images/fakehealth/fh_story_reviews_00997_00954.jpg,1,fakehealth
"Common weed could help fight deadly superbug, study finds",data/raw/images/fakehealth/fh_story_reviews_00285_00955.jpg,0,fakehealth
Building a Better Valve,data/raw/images/fakehealth/fh_story_reviews_00600_00956.jpg,1,fakehealth
Baking Soda Boosts Athletic Performance,data/raw/images/fakehealth/fh_story_reviews_01349_00957.jpg,0,fakehealth
"Can a supplement boost immunity, slow aging?",data/raw/images/fakehealth/fh_story_reviews_01422_00959.jpg,1,fakehealth
College kids make robotic arms for children without real ones,data/raw/images/fakehealth/fh_story_reviews_00660_00960.jpg,0,fakehealth
Virtual reality to help detect early risk of Alzheimer’s,data/raw/images/fakehealth/fh_story_reviews_00000_00961.jpg,0,fakehealth
Vaginal steam bath finds a place among Southern California spa options,data/raw/images/fakehealth/fh_story_reviews_01270_00962.jpg,1,fakehealth
Limits of New Screen for Heart Disease,data/raw/images/fakehealth/fh_story_reviews_01085_00966.jpg,1,fakehealth
Are breast lumps cancerous? A new device may help,data/raw/images/fakehealth/fh_story_reviews_00881_00967.jpg,1,fakehealth
Artificial retina gives woman limited vision after decades of darkness,data/raw/images/fakehealth/fh_story_reviews_01698_00969.jpg,0,fakehealth
"Lymph Node Surgery for Breast Cancer Not Always Needed, Study Says",data/raw/images/fakehealth/fh_story_reviews_01209_00970.jpg,1,fakehealth
A Touch of Massage Therapy,data/raw/images/fakehealth/fh_story_reviews_01165_00973.jpg,1,fakehealth
3-Drug Combo May Treat Hepatitis C,data/raw/images/fakehealth/fh_story_reviews_01147_00975.jpg,1,fakehealth
Can a genetic test really boost your odds of becoming pregnant?,data/raw/images/fakehealth/fh_story_reviews_00192_00976.jpg,1,fakehealth
Fish oil can head off first psychotic episodes,data/raw/images/fakehealth/fh_story_reviews_01655_00977.jpg,1,fakehealth
Dogs Sniff Out Lung Cancer in Humans,data/raw/images/fakehealth/fh_story_reviews_01019_00978.jpg,1,fakehealth
Lung Cancer Trial Stopped After Jimmy Carter Drug Shrinks Tumors,data/raw/images/fakehealth/fh_story_reviews_00411_00979.jpg,1,fakehealth
DMAU: Male Birth Control Pill Offers 'Unprecedented' Study Results,data/raw/images/fakehealth/fh_story_reviews_00093_00985.jpg,1,fakehealth
Testosterone Hormone Replacement for Men? Perhaps,data/raw/images/fakehealth/fh_story_reviews_01365_00987.jpg,1,fakehealth
"The Best Foods for Thought, Literally",data/raw/images/fakehealth/fh_story_reviews_00921_00988.jpg,0,fakehealth
